Subject,Object,Rel,Count
ATP Hydrolysis,Nucleotides,APL-CHM,31
ATP Hydrolysis,Phosphate,APL-CHM,37
ATP Synthase,ADP,APL-CHM,82
ATP Synthase,ATP,APL-CHM,291
ATP Synthase,Amino Acid,APL-CHM,37
ATP Synthase,H+,APL-CHM,37
ATP Synthase,Oxygen,APL-CHM,45
ATP Synthase,Phosphate,APL-CHM,43
ATP Synthesis,ATP,APL-CHM,41
ATPSS,H2O,APL-CHM,30
ATPSS,PEG,APL-CHM,51
ATPases,ADP,APL-CHM,60
ATPases,ATP,APL-CHM,215
ATPases,Amino Acid,APL-CHM,34
ATPases,Ca2+,APL-CHM,47
ATPases,K+,APL-CHM,34
ATPases,Mg2+,APL-CHM,31
ATPases,Na+,APL-CHM,38
ATPases,Phosphate,APL-CHM,37
ATR,Al2O3,APL-CHM,31
ATR,CH4,APL-CHM,64
ATR,CO,APL-CHM,131
ATR,CO2,APL-CHM,81
ATR,Carbon,APL-CHM,104
ATR,CeO2,APL-CHM,32
ATR,Diamonds,APL-CHM,32
ATR,H2,APL-CHM,127
ATR,H2O,APL-CHM,91
ATR,Hydrocarbon,APL-CHM,62
ATR,Hydrogen,APL-CHM,174
ATR,Methane,APL-CHM,83
ATR,Methanol,APL-CHM,38
ATR,N2,APL-CHM,36
ATR,Ni,APL-CHM,56
ATR,O,APL-CHM,45
ATR,O2,APL-CHM,101
ATR,Oxygen,APL-CHM,94
ATR,Pt,APL-CHM,48
ATR,Sulfur,APL-CHM,32
Abatement,CO2,APL-CHM,33
Abrasive,Al,APL-CHM,32
Abrasive,Al2O3,APL-CHM,62
Abrasive,Alumina,APL-CHM,97
Abrasive,Carbon,APL-CHM,38
Abrasive,Copper,APL-CHM,36
Abrasive,Cu,APL-CHM,31
Abrasive,Diamonds,APL-CHM,116
Abrasive,Iron,APL-CHM,32
Abrasive,Oxides,APL-CHM,33
Abrasive,Sapphire,APL-CHM,31
Abrasive,Si,APL-CHM,38
Abrasive,SiC,APL-CHM,103
Abrasive,SiO2,APL-CHM,65
Abrasive,Silica,APL-CHM,113
Abrasive,Silicon,APL-CHM,45
Abrasive,Silicon Carbide,APL-CHM,59
Absorbent,13C,APL-CHM,39
Absorbent,1H,APL-CHM,31
Absorbent,AMP,APL-CHM,48
Absorbent,Al,APL-CHM,30
Absorbent,Alkanolamine,APL-CHM,36
Absorbent,Amines,APL-CHM,195
Absorbent,Amino Acid,APL-CHM,41
Absorbent,Ammonia,APL-CHM,78
Absorbent,CH4,APL-CHM,42
Absorbent,CO,APL-CHM,86
Absorbent,CO2,APL-CHM,537
Absorbent,Ca,APL-CHM,30
Absorbent,CaO,APL-CHM,30
Absorbent,Carbamates,APL-CHM,36
Absorbent,Carbon,APL-CHM,247
Absorbent,Carbon Dioxide,APL-CHM,130
Absorbent,Coal,APL-CHM,58
Absorbent,DEA,APL-CHM,38
Absorbent,Diethanolamine,APL-CHM,32
Absorbent,Ethanol,APL-CHM,42
Absorbent,Fe,APL-CHM,54
Absorbent,Fe3O4,APL-CHM,58
Absorbent,Graphene,APL-CHM,53
Absorbent,Graphene Oxide,APL-CHM,52
Absorbent,H2,APL-CHM,33
Absorbent,H2O,APL-CHM,76
Absorbent,H2S,APL-CHM,50
Absorbent,Hydrogen,APL-CHM,75
Absorbent,Hydroxyl,APL-CHM,30
Absorbent,MDEA,APL-CHM,51
Absorbent,MEA,APL-CHM,163
Absorbent,Methylene Blue,APL-CHM,37
Absorbent,Monoethanol Amine,APL-CHM,111
Absorbent,N2,APL-CHM,139
Absorbent,NH3,APL-CHM,42
Absorbent,NO,APL-CHM,46
Absorbent,NaOH,APL-CHM,58
Absorbent,Nitrogen,APL-CHM,77
Absorbent,O,APL-CHM,30
Absorbent,O2,APL-CHM,33
Absorbent,Oxygen,APL-CHM,62
Absorbent,PZ,APL-CHM,37
Absorbent,Piperazine,APL-CHM,38
Absorbent,Polypropylene,APL-CHM,34
Absorbent,SO2,APL-CHM,84
Absorbent,SiO2,APL-CHM,42
Absorbent,Silica,APL-CHM,82
Absorbent,Sulfur,APL-CHM,43
Absorbent,Toluene,APL-CHM,33
Absorbent,Zeolites,APL-CHM,38
Absorber,AMP,APL-CHM,35
Absorber,AZO,APL-CHM,40
Absorber,Ag,APL-CHM,212
Absorber,Al,APL-CHM,305
Absorber,Al2O3,APL-CHM,153
Absorber,Alumina,APL-CHM,49
Absorber,Aluminum,APL-CHM,222
Absorber,Amines,APL-CHM,202
Absorber,Ammonia,APL-CHM,204
Absorber,Ar,APL-CHM,33
Absorber,Argon,APL-CHM,50
Absorber,Au,APL-CHM,258
Absorber,BSTRAct A,APL-CHM,30
Absorber,Blue Line,APL-CHM,84
Absorber,Boron,APL-CHM,33
Absorber,Br,APL-CHM,69
Absorber,C,APL-CHM,31
Absorber,C60,APL-CHM,52
Absorber,CH3NH3PbI3,APL-CHM,119
Absorber,CIGS,APL-CHM,185
Absorber,CIGSSe,APL-CHM,87
Absorber,CO,APL-CHM,61
Absorber,CO2,APL-CHM,486
Absorber,CZTSSe,APL-CHM,111
Absorber,Carbon,APL-CHM,442
Absorber,Carbon Dioxide,APL-CHM,83
Absorber,Cd,APL-CHM,90
Absorber,CdS,APL-CHM,405
Absorber,CdSe,APL-CHM,37
