Subject,Object,Rel,Count
Alloys,B1,DSC-SPL,57
Alloys,B19,DSC-SPL,38
Alloys,B2,DSC-SPL,855
Alloys,BCC,DSC-SPL,2083
Alloys,BCT,DSC-SPL,62
Alloys,BSTRAct,DSC-SPL,122
Alloys,Bainite,DSC-SPL,55
Alloys,Bainitic,DSC-SPL,73
Alloys,Beta,DSC-SPL,182
Alloys,Body Centred Cubic,DSC-SPL,677
Alloys,Body-Centered Tetragonal,DSC-SPL,49
Alloys,C14,DSC-SPL,198
Alloys,C15,DSC-SPL,128
Alloys,CP,DSC-SPL,82
Alloys,Chalcopyrite,DSC-SPL,67
Alloys,Cooling,DSC-SPL,83
Alloys,Cscl,DSC-SPL,66
Alloys,Cubic,DSC-SPL,1108
Alloys,Cuboid,DSC-SPL,31
Alloys,Cuboidal,DSC-SPL,106
Alloys,D019,DSC-SPL,33
Alloys,D022,DSC-SPL,49
Alloys,D03,DSC-SPL,104
Alloys,Decagonal,DSC-SPL,75
Alloys,Do3,DSC-SPL,59
Alloys,Duplex,DSC-SPL,99
Alloys,E-Martensite,DSC-SPL,67
Alloys,E-Phase,DSC-SPL,42
Alloys,F,DSC-SPL,77
Alloys,FCC,DSC-SPL,2510
Alloys,FCC-Al,DSC-SPL,37
Alloys,FCT,DSC-SPL,59
Alloys,Face Centered Cubic,DSC-SPL,902
Alloys,Fcc,DSC-SPL,32
Alloys,Ferrite,DSC-SPL,54
Alloys,Ferritic,DSC-SPL,475
Alloys,Full,DSC-SPL,31
Alloys,Full-Heusler,DSC-SPL,32
Alloys,G,DSC-SPL,503
Alloys,Gamma,DSC-SPL,131
Alloys,Garnet,DSC-SPL,39
Alloys,Gp,DSC-SPL,46
Alloys,Guinier,DSC-SPL,36
Alloys,H.C.P,DSC-SPL,35
Alloys,HCP,DSC-SPL,938
Alloys,Half,DSC-SPL,85
Alloys,Half - Heusler,DSC-SPL,51
Alloys,Heusler,DSC-SPL,629
Alloys,Hexagonal,DSC-SPL,1098
Alloys,Hexagonal Close Packed,DSC-SPL,315
Alloys,Hypereutectic,DSC-SPL,64
Alloys,Hypo-Eutectic,DSC-SPL,57
Alloys,Icosahedral,DSC-SPL,352
Alloys,Intermetallic,DSC-SPL,192
Alloys,L10,DSC-SPL,205
Alloys,L12,DSC-SPL,486
Alloys,L21,DSC-SPL,151
Alloys,LPSO,DSC-SPL,39
Alloys,Lath,DSC-SPL,53
Alloys,Laves Phase,DSC-SPL,342
Alloys,Leaves,DSC-SPL,349
Alloys,Lpso,DSC-SPL,172
Alloys,M,DSC-SPL,56
Alloys,Martensite,DSC-SPL,1684
Alloys,Martensitic,DSC-SPL,1392
Alloys,Monoclinic,DSC-SPL,347
Alloys,NaCl,DSC-SPL,56
Alloys,Omega,DSC-SPL,47
Alloys,Orthorhombic,DSC-SPL,537
Alloys,P,DSC-SPL,60
Alloys,P63/MMC,DSC-SPL,42
Alloys,Pearlitic,DSC-SPL,43
Alloys,Peritectic,DSC-SPL,82
Alloys,Perovskites,DSC-SPL,219
Alloys,Phase,DSC-SPL,124
Alloys,Rhombohedral,DSC-SPL,178
Alloys,Rock Salt,DSC-SPL,80
Alloys,Rock-Salt,DSC-SPL,35
Alloys,Rutile,DSC-SPL,152
Alloys,S T,DSC-SPL,149
Alloys,STRAC,DSC-SPL,33
Alloys,Skutterudites,DSC-SPL,30
Alloys,Spinels,DSC-SPL,301
Alloys,T,DSC-SPL,158
Alloys,T1,DSC-SPL,113
Alloys,T2,DSC-SPL,49
Alloys,T6,DSC-SPL,38
Alloys,TCP,DSC-SPL,31
Alloys,TH,DSC-SPL,34
Alloys,Tetragonal,DSC-SPL,607
Alloys,Trigonal,DSC-SPL,64
Alloys,Type,DSC-SPL,78
Alloys,WZ,DSC-SPL,34
Alloys,Widmanstatten,DSC-SPL,99
Alloys,Wurtzite,DSC-SPL,172
Alloys,Zb,DSC-SPL,36
Alloys,Zinc Blende,DSC-SPL,177
Alloys,Δ,DSC-SPL,167
Alloys,Δ-Phase,DSC-SPL,66
Alloys,Θ,DSC-SPL,97
Alloys,α' Martensite,DSC-SPL,39
Alloys,α-,DSC-SPL,59
Alloys,α-Al,DSC-SPL,44
Alloys,α-Phase,DSC-SPL,191
Alloys,α-β,DSC-SPL,38
Alloys,α2,DSC-SPL,141
Alloys,β,DSC-SPL,1233
Alloys,β-Mg17Al12,DSC-SPL,34
Alloys,β-Phase,DSC-SPL,299
Alloys,β-Ti,DSC-SPL,46
Alloys,β-Type,DSC-SPL,52
Alloys,β1,DSC-SPL,34
Alloys,γ,DSC-SPL,30
Alloys,γ',DSC-SPL,182
Alloys,γ-Phase,DSC-SPL,106
Alloys,η,DSC-SPL,105
Alloys,μ,DSC-SPL,38
Alloys,σ,DSC-SPL,134
Alloys,ω,DSC-SPL,213
Alloys,ω-Phase,DSC-SPL,39
Alloys:,BCC,DSC-SPL,48
Alloys:,FCC,DSC-SPL,43
Alloys:,Martensite,DSC-SPL,39
Alloys:,β,DSC-SPL,83
Amorphous,Abstract,DSC-SPL,210
Amorphous,Alpha,DSC-SPL,41
Amorphous,Anatase,DSC-SPL,1817
Amorphous,Anhydrous,DSC-SPL,48
Amorphous,Apatites,DSC-SPL,70
Amorphous,Austenite,DSC-SPL,98
Amorphous,Austenitic,DSC-SPL,75
Amorphous,B s t,DSC-SPL,35
Amorphous,B2,DSC-SPL,115
Amorphous,BCC,DSC-SPL,497
Amorphous,BSTRAct,DSC-SPL,60
Amorphous,Birnessites,DSC-SPL,31
Amorphous,Body Centred Cubic,DSC-SPL,111
Amorphous,Brookite,DSC-SPL,118
Amorphous,Calcite,DSC-SPL,54
Amorphous,Chalcopyrite,DSC-SPL,49
Amorphous,Chondrite,DSC-SPL,35
Amorphous,Clathrate,DSC-SPL,34
Amorphous,Cooling,DSC-SPL,34
Amorphous,Cubic,DSC-SPL,1637
Amorphous,Cubic Spinel,DSC-SPL,33
Amorphous,Dihydrate,DSC-SPL,32
Amorphous,F,DSC-SPL,38
Amorphous,FCC,DSC-SPL,882
Amorphous,FCC-Al,DSC-SPL,42
Amorphous,Face Centered Cubic,DSC-SPL,289
Amorphous,Fluorite,DSC-SPL,99
Amorphous,G,DSC-SPL,75
Amorphous,Garnet,DSC-SPL,179
Amorphous,Graphitic,DSC-SPL,348
Amorphous,HCP,DSC-SPL,298
Amorphous,HDa,DSC-SPL,32
Amorphous,Heating,DSC-SPL,42
Amorphous,Hexagonal,DSC-SPL,1810
Amorphous,Hexagonal Close Packed,DSC-SPL,48
Amorphous,Hexagonal Wurtzite,DSC-SPL,40
Amorphous,Hexagonally,DSC-SPL,46
Amorphous,Hydrates,DSC-SPL,47
Amorphous,Hydrotalcite,DSC-SPL,37
Amorphous,Hydrous,DSC-SPL,46
Amorphous,IH,DSC-SPL,61
Amorphous,Icosahedral,DSC-SPL,213
Amorphous,L10,DSC-SPL,34
Amorphous,Leaves,DSC-SPL,32
Amorphous,Like,DSC-SPL,72
Amorphous,M,DSC-SPL,35
Amorphous,MFI,DSC-SPL,58
Amorphous,Martensite,DSC-SPL,113
Amorphous,Martensitic,DSC-SPL,99
Amorphous,Monoclinic,DSC-SPL,951
Amorphous,NaCl,DSC-SPL,49
Amorphous,Nematic,DSC-SPL,35
Amorphous,Olivines,DSC-SPL,190
Amorphous,Orthorhombic,DSC-SPL,739
Amorphous,P,DSC-SPL,36
Amorphous,P21/C,DSC-SPL,36
Amorphous,PNMA,DSC-SPL,31
Amorphous,Perovskites,DSC-SPL,713
Amorphous,Phase,DSC-SPL,43
Amorphous,Pyrochlore,DSC-SPL,107
Amorphous,Pyroxene,DSC-SPL,60
Amorphous,R A C T,DSC-SPL,47
Amorphous,Rhombohedral,DSC-SPL,309
Amorphous,Rock Salt,DSC-SPL,100
Amorphous,Rutile,DSC-SPL,1046
Amorphous,S T,DSC-SPL,216
Amorphous,STRAC,DSC-SPL,37
Amorphous,Spinels,DSC-SPL,564
Amorphous,T,DSC-SPL,288
Amorphous,TRACTA,DSC-SPL,32
Amorphous,Tetragonal,DSC-SPL,933
Amorphous,Triclinic,DSC-SPL,133
Amorphous,Trigonal,DSC-SPL,150
Amorphous,Turbostratic,DSC-SPL,44
Amorphous,Type,DSC-SPL,33
Amorphous,Vaterite,DSC-SPL,48
Amorphous,Wurtzite,DSC-SPL,206
Amorphous,Zeolitic,DSC-SPL,36
Amorphous,Zinc Blende,DSC-SPL,63
Amorphous,α-,DSC-SPL,54
Amorphous,α-Phase,DSC-SPL,63
Amorphous,β,DSC-SPL,176
Amorphous,β-Phase,DSC-SPL,72
Amorphous Alloy,BCC,DSC-SPL,52
Amorphous Alloy,FCC,DSC-SPL,70
Amorphous Alloy,Icosahedral,DSC-SPL,44
Amorphous Films,Anatase,DSC-SPL,53
Amorphous Films,Hexagonal,DSC-SPL,40
Amorphous Films,Perovskites,DSC-SPL,31
Amorphous Films,Rutile,DSC-SPL,31
Amorphous Matrix,BCC,DSC-SPL,58
Amorphous Matrix,Cubic,DSC-SPL,51
Amorphous Matrix,FCC,DSC-SPL,60
Amorphous Matrix,Hexagonal,DSC-SPL,37
Approximant,Icosahedral,DSC-SPL,44
Array,Anatase,DSC-SPL,143
Array,BCC,DSC-SPL,30
Array,Cubic,DSC-SPL,107
Array,FCC,DSC-SPL,56
